Threshold;FPR;TPR;profit
1.9445162463336683;0.0;0.0;0.0
0.9445162463336682;0.0;0.023809523809523808;1952.380952380952
0.9393434599769597;0.024390243902439025;0.023809523809523808;927.9907084785129
0.8824342519203422;0.024390243902439025;0.047619047619047616;2880.371660859465
0.881823550574023;0.024390243902439025;0.07142857142857142;4832.752613240418
0.7772270740747471;0.04878048780487805;0.07142857142857142;3808.3623693379786
0.7759719921160727;0.07317073170731707;0.07142857142857142;2783.97212543554
0.7625081886635505;0.07317073170731707;0.09523809523809523;4736.353077816491
0.7593525579012785;0.0975609756097561;0.09523809523809523;3711.9628339140518
0.7573665516705751;0.0975609756097561;0.11904761904761904;5664.343786295005
0.7421077758617077;0.0975609756097561;0.14285714285714285;7616.724738675957
0.7206208127246696;0.0975609756097561;0.16666666666666666;9569.10569105691
0.7199717566151523;0.0975609756097561;0.19047619047619047;11521.48664343786
0.7172457644708261;0.0975609756097561;0.21428571428571427;13473.867595818816
0.6647193992644406;0.0975609756097561;0.23809523809523808;15426.248548199766
0.6614806466365507;0.12195121951219512;0.23809523809523808;14401.858304297328
0.656028166840675;0.12195121951219512;0.2619047619047619;16354.239256678282
0.6461056834623838;0.12195121951219512;0.2857142857142857;18306.620209059234
0.6359586253983834;0.14634146341463414;0.2857142857142857;17282.229965156796
0.6332682865473382;0.17073170731707318;0.2857142857142857;16257.839721254353
0.6319573976304308;0.17073170731707318;0.30952380952380953;18210.220673635307
0.6188482102569386;0.17073170731707318;0.3333333333333333;20162.601626016258
0.6166523637823067;0.17073170731707318;0.35714285714285715;22114.982578397212
0.616119360215066;0.17073170731707318;0.38095238095238093;24067.36353077816
0.6117843175624975;0.17073170731707318;0.40476190476190477;26019.744483159116
0.5864033682220393;0.17073170731707318;0.42857142857142855;27972.12543554007
0.584087248675024;0.1951219512195122;0.42857142857142855;26947.735191637632
0.5791235740150507;0.21951219512195122;0.42857142857142855;25923.344947735193
0.5784581075369598;0.21951219512195122;0.4523809523809524;27875.725900116147
0.5661432980213174;0.24390243902439024;0.4523809523809524;26851.33565621371
0.564572277595477;0.2682926829268293;0.4523809523809524;25826.945412311266
0.559703451060627;0.2926829268292683;0.4523809523809524;24802.55516840883
0.544773142929597;0.3170731707317073;0.4523809523809524;23778.164924506393
0.525182990192784;0.3170731707317073;0.5;27682.926829268294
0.5219664865563742;0.3170731707317073;0.5238095238095238;29635.307781649248
0.5000573146693843;0.34146341463414637;0.5238095238095238;28610.917537746805
0.49785089890087614;0.34146341463414637;0.5476190476190477;30563.29849012776
0.4937756884238298;0.34146341463414637;0.5714285714285714;32515.679442508706
0.48893281016125967;0.34146341463414637;0.5952380952380952;34468.06039488965
0.47805129494487086;0.34146341463414637;0.6190476190476191;36420.441347270615
0.47635599678170937;0.34146341463414637;0.6428571428571429;38372.82229965157
0.4705256987199124;0.34146341463414637;0.6666666666666666;40325.203252032516
0.467959712840916;0.34146341463414637;0.6904761904761905;42277.58420441347
0.4674579842273368;0.36585365853658536;0.6904761904761905;41253.19396051103
0.46344897980607697;0.3902439024390244;0.6904761904761905;40228.80371660859
0.45129660988532605;0.4146341463414634;0.6904761904761905;39204.413472706154
0.44790907936720464;0.4146341463414634;0.7142857142857143;41156.79442508711
0.4458075929558246;0.43902439024390244;0.7142857142857143;40132.40418118467
0.4427442216802037;0.4634146341463415;0.7142857142857143;39108.01393728223
0.43676901199456575;0.4878048780487805;0.7142857142857143;38083.62369337979
0.43367935962697785;0.5121951219512195;0.7142857142857143;37059.23344947735
0.4276020373215842;0.5121951219512195;0.7380952380952381;39011.614401858315
0.42320169125262763;0.5121951219512195;0.7619047619047619;40963.99535423925
0.4217858540343592;0.5365853658536586;0.7619047619047619;39939.60511033681
0.41973837085358123;0.5609756097560976;0.7619047619047619;38915.21486643437
0.4171096024293705;0.5609756097560976;0.7857142857142857;40867.59581881533
0.406418929076148;0.5853658536585366;0.7857142857142857;39843.20557491289
0.4060718492424831;0.6097560975609756;0.7857142857142857;38818.81533101045
0.40351553263573847;0.6341463414634146;0.7857142857142857;37794.425087108015
0.38895806095310453;0.6585365853658537;0.7857142857142857;36770.03484320557
0.3886768804239733;0.6585365853658537;0.8095238095238095;38722.41579558652
0.38325998497848235;0.6585365853658537;0.8333333333333334;40674.796747967484
0.3789262736720638;0.6585365853658537;0.8571428571428571;42627.17770034843
0.37780123167675894;0.6829268292682927;0.8571428571428571;41602.78745644599
0.3744896836154651;0.7073170731707317;0.8571428571428571;40578.39721254356
0.3723880650626105;0.7073170731707317;0.8809523809523809;42530.77816492451
0.3605741522205663;0.7317073170731707;0.8809523809523809;41506.38792102206
0.3551673189379607;0.7560975609756098;0.8809523809523809;40481.99767711962
0.34971736111999885;0.7804878048780488;0.8809523809523809;39457.607433217185
0.3470703669333819;0.7804878048780488;0.9047619047619048;41409.988385598146
0.3230862802179917;0.8048780487804879;0.9047619047619048;40385.59814169571
0.32125540224607374;0.8292682926829268;0.9047619047619048;39361.20789779327
0.32091757275065674;0.8292682926829268;0.9285714285714286;41313.588850174216
0.3175402003595889;0.8780487804878049;0.9285714285714286;39264.80836236934
0.3061086770178546;0.9024390243902439;0.9285714285714286;38240.4181184669
0.29880307562874736;0.926829268292683;0.9285714285714286;37216.02787456446
0.2984664254505318;0.9512195121951219;0.9285714285714286;36191.63763066203
0.29776703347746303;0.9512195121951219;0.9523809523809523;38144.01858304298
0.2805600937689452;0.975609756097561;0.9523809523809523;37119.62833914053
0.26972459660136;0.975609756097561;0.9761904761904762;39072.00929152148
0.2683828740771547;1.0;0.9761904761904762;38047.61904761904
0.20017240482158968;1.0;1.0;40000.0
